,CustomerId,Cluster
1276,510134018,3
1277,510139917,3
1278,510140124,2
1279,510142853,3
1280,510143961,3
1281,510146662,0
1282,510149420,0
1283,510149628,0
1284,510150699,0
1285,510151330,0
1286,510151580,0
1287,510151625,0
1288,510151781,0
1289,510155574,0
1290,510168376,2
1291,510172661,2
1292,510174062,3
1293,510174242,0
1294,510178223,3
1295,510178430,3
1296,510184407,0
1297,510189919,2
1298,510191528,3
1299,510192423,0
1300,510194499,3
1301,510202436,3
1302,510205993,3
1303,510207194,3
1304,510208157,0
1305,510208472,3
1306,510208516,3
1307,510208928,3
1308,510208936,3
1309,510209296,3
1310,510210979,3
1311,510214097,0
1312,510214347,0
1313,510214380,3
1314,510214474,3
1315,510214522,0
1316,510214999,0
1317,510215043,3
1318,510217771,0
1319,510217960,0
1320,510234591,3
1321,510237685,0
1322,510237883,3
1323,510238163,0
1324,510238826,3
1325,510239004,0
1326,510240287,3
1327,510246492,0
1328,510246580,0
1329,510246995,0
1330,510248471,0
1331,510248523,3
1332,510249703,0
1333,510251777,0
1334,510252378,3
1335,510252549,0
1336,510252868,0
1337,510253233,3
1338,510255115,2
1339,510255263,2
1340,510255752,2
1341,510256512,3
1342,510257633,3
1343,510257923,0
1344,510258192,0
1345,510258495,0
1346,510258565,3
1347,510258738,0
1348,510258860,3
1349,510259051,0
1350,510259663,3
1351,510259765,3
1352,510260344,0
1353,510260388,3
1354,510260457,0
1355,510260589,0
1356,510261115,0
1357,510261682,3
1358,510262187,3
1359,510264173,0
1360,510266341,0
1361,510268541,3
1362,510268817,3
1363,510271512,2
1364,510271515,2
1365,510271639,3
1366,510272032,3
1367,510272207,0
1368,510272533,0
1369,510272890,2
1370,510273161,2
1371,510273169,1
1372,510275473,0
1373,510275595,3
1374,510275852,0
1375,510275877,3
1376,510276043,0
1377,510278187,1
1378,510278410,0
1379,510278707,2
1380,510280442,0
1381,510281150,3
1382,510283786,3
1383,510285114,3
1384,510285629,0
1385,510287131,3
1386,510287174,3
1387,510287218,3
1388,510287597,2
1389,510287737,3
1390,510287933,0
1391,510289136,3
1392,510291974,3
1393,510293626,0
1394,510293893,0
1395,510294277,3
1396,510294624,0
1397,510294811,0
1398,510295114,3
1399,510295471,3
1400,510296086,3
1401,510296124,3
1402,510297397,3
1403,510297793,0
1404,510298874,3
1405,510301146,0
1406,510301850,3
1407,510301968,0
1408,510302000,3
1409,510302135,0
1410,510302645,3
1411,510302882,0
1412,510305972,3
1413,510307335,2
1414,510307774,3
1415,510308571,3
1416,510308575,3
1417,510308770,3
1418,510311202,2
1419,510312072,3
1420,510312104,0
1421,510313369,3
1422,510313821,3
1423,510315512,3
1424,510316817,2
1425,510317134,2
1426,510317262,0
1427,510318133,3
1428,510320113,3
1429,510323385,0
1430,510323796,3
1431,510325061,3
1432,510325605,3
1433,510326299,0
1434,510327468,3
1435,510328541,0
1436,510331030,0
1437,510331758,3
1438,510332198,0
1439,510334984,3
1440,510335435,3
1441,510338363,3
1442,510338375,0
1443,510338964,3
1444,510339030,3
1445,510339522,0
1446,510340053,3
1447,510341080,1
1448,510342081,3
1449,510342449,3
1450,510342496,3
1451,510343615,0
1452,510344277,3
1453,510344840,0
1454,510344887,2
1455,510345702,3
1456,510346077,3
1457,510346391,0
1458,510348399,3
1459,510348710,3
1460,510349226,3
1461,510349967,0
1462,510351534,3
1463,510351955,3
1464,510352181,0
1465,510352198,3
1466,510352227,1
1467,510353548,2
1468,510354858,0
1469,510356047,2
1470,510358374,3
1471,510360733,0
1472,510362428,3
1473,510362602,0
1474,510363052,3
1475,510366989,3
1476,510366992,3
1477,510369481,3
1478,510371258,3
1479,510372088,3
1480,510372236,2
1481,510372725,0
1482,510372802,3
1483,510374684,3
1484,510374926,3
1485,510375196,2
1486,510375729,3
1487,510376915,2
1488,510378012,2
1489,510378378,0
1490,510378526,1
1491,510382569,0
1492,510382917,3
1493,510382938,3
1494,510383926,3
1495,510384149,0
1496,510384788,3
1497,510385645,2
1498,510386244,0
1499,510386508,3
1500,510388461,0
1501,510389406,0
1502,510391649,0
1503,510392875,3
1504,510394943,3
1505,510395527,2
1506,510396439,3
1507,510398171,3
1508,510398613,0
1509,510400941,0
1510,510401637,0
1511,510401895,3
1512,510401943,3
1513,510402271,0
1514,510402988,3
1515,510403706,3
1516,510403718,2
1517,510406055,0
1518,510407135,0
1519,510407436,3
1520,510407644,0
1521,510408223,3
1522,510408657,3
1523,510408899,3
1524,510409384,0
1525,510409916,0
1526,510411891,3
1527,510413439,3
1528,510414369,0
1529,510416390,0
1530,510418204,3
1531,510419046,0
1532,510419210,3
1533,510419425,0
1534,510420050,3
1535,510422695,3
1536,510423098,0
1537,510423769,3
1538,510423886,0
1539,510424128,3
1540,510424219,3
1541,510424438,0
1542,510425280,0
1543,510427163,0
1544,510427258,3
1545,510427262,3
1546,510430451,3
1547,510432755,3
1548,510434360,0
1549,510435512,2
1550,510438332,3
1551,510438656,3
1552,510439930,0
1553,510440025,1
1554,510442228,0
1555,510442617,0
1556,510445852,3
1557,510446146,0
1558,510446864,3
1559,510446876,3
1560,510451897,3
1561,510452966,3
1562,510453366,3
1563,510453431,3
1564,510453740,3
1565,510453943,0
1566,510454997,3
1567,510457974,3
1568,510461141,0
1569,510462562,3
1570,510462615,0
1571,510463020,3
1572,510463768,3
1573,510464967,0
1574,510465554,3
1575,510465622,0
1576,510465668,0
1577,510466117,3
1578,510466172,2
1579,510467460,3
1580,510467928,0
1581,510468025,3
1582,510468149,0
1583,510468909,3
1584,510470626,3
1585,510474474,3
1586,510476043,3
1587,510476045,3
1588,510476923,2
1589,510477500,0
1590,510480565,1
1591,510482621,0
1592,510485604,3
1593,510489032,3
1594,510489429,0
1595,510489736,0
1596,510491480,2
1597,510492926,3
1598,510493958,3
1599,510494704,3
1600,510496372,0
1601,510496395,3
1602,510497136,3
1603,510498194,3
1604,510499162,3
1605,510501475,2
1606,510502803,3
1607,510504584,0
1608,510505329,0
1609,510505934,3
1610,510508435,3
1611,510510819,3
1612,510511710,0
1613,510515134,3
1614,510517382,3
1615,510518096,0
1616,510522528,3
1617,510522563,0
1618,510523150,3
1619,510523559,3
1620,510524028,0
1621,510525611,3
1622,510525855,3
1623,510527127,2
1624,510527912,3
1625,510528800,3
1626,510530059,3
1627,510530340,3
1628,510530470,3
1629,510530658,1
1630,510532275,2
1631,510533058,3
1632,510533167,2
1633,510533332,0
1634,510533620,0
1635,510534055,2
1636,510535104,0
1637,510535553,3
1638,510536201,0
1639,510537084,0
1640,510537680,3
1641,510539052,3
1642,510539105,3
1643,510540443,0
1644,510541100,3
1645,510542688,3
1646,510543134,3
1647,510543541,3
1648,510543791,0
1649,510544039,3
1650,510544170,3
1651,510544679,0
1652,510546066,3
1653,510546720,3
1654,510546974,3
1655,510548914,3
1656,510549428,0
1657,510550353,3
