,Variable1,Variable2,Correlation
11487,m_15_17_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.8573768179096038
14361,LISTA_18_HOMBRES_300m,LISTA_35_39_MUJERES_300m,0.8573744700458675
31164,autos_promedio,autos_hora_2,0.8571993411142601
26249,flo_sem_tot_300m,flo_finde_ab_300m,0.8570556452364542
12332,m_50_59_conteo_personas_300m,LISTA_65_Y_MAS_HOMBRES_300m,0.8569662121385817
31178,autos_promedio,autos_hora_16,0.8569482572367462
35876,autos_hora_21,autos_hora_22,0.8568920691322466
13361,modelos_hog_fam_conteo_hogares_300m,pensionados_conteo_personas_300m,0.8568220277695116
13543,modelos_hog_no_fam_conteo_hogares_300m,LISTA_30_34_MUJERES_300m,0.8567876717342031
9468,h_15_17_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.8567553290774137
15605,LISTA_25_29_HOMBRES_300m,pensionados_conteo_personas_300m,0.8566549546378351
26657,flo_sem_c_300m,flo_finde_ab_300m,0.8561371265920228
14384,LISTA_18_HOMBRES_300m,pea_conteo_personas_300m,0.8561029763476022
15809,LISTA_25_29_MUJERES_300m,pensionados_conteo_personas_300m,0.855998766912516
14378,LISTA_18_HOMBRES_300m,ocupados_conteo_personas_300m,0.855687816549185
14611,LISTA_18_MUJERES_300m,POBTOT_300m,0.8556054931750652
11508,m_15_17_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.8554784651258087
14146,PADRON_300m,LISTA_18_HOMBRES_300m,0.8553549445239945
31982,autos_hora_2,autos_hora_4,0.8553330130572541
16201,LISTA_30_34_MUJERES_300m,LISTA_45_49_MUJERES_300m,0.85522549560167
16829,LISTA_40_44_HOMBRES_300m,pensionados_conteo_personas_300m,0.8551960614627205
9640,h_18_24_conteo_personas_300m,m_0_2_conteo_personas_300m,0.8549921042956251
14376,LISTA_18_HOMBRES_300m,LISTA_300m,0.8549010371507827
14406,LISTA_18_HOMBRES_300m,viviendas_300m,0.8548945635587498
17847,LISTA_50_54_MUJERES_300m,estudiantes_conteo_personas_300m,0.854747111569169
12727,modelos_una_persona_conteo_hogares_300m,LISTA_30_34_MUJERES_300m,0.8547439552870486
9447,h_15_17_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.8543488347666881
17441,LISTA_45_49_MUJERES_300m,pensionados_conteo_personas_300m,0.854299934114835
26668,flo_sem_c_300m,flo_sem_15a29_300m,0.8540509003057788
11096,m_6_11_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8537499960683225
12116,m_30_49_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8536431192849864
17839,LISTA_50_54_MUJERES_300m,LISTA_60_64_MUJERES_300m,0.8536280049321598
9643,h_18_24_conteo_personas_300m,m_12_14_conteo_personas_300m,0.8536181217976607
9056,h_6_11_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8534456432597005
29934,flo_otros_300m,flo_sem_45a64_300m,0.8534159909311528
9661,h_18_24_conteo_personas_300m,LISTA_19_MUJERES_300m,0.8532020297828193
17643,LISTA_50_54_HOMBRES_300m,estudiantes_conteo_personas_300m,0.8530338700791738
26872,flo_sem_cmas_300m,flo_sem_15a29_300m,0.8528394432269837
9250,h_12_14_conteo_personas_300m,LISTA_18_HOMBRES_300m,0.852797328311166
34851,autos_hora_16,autos_hora_17,0.852782593980816
16421,LISTA_35_39_HOMBRES_300m,pensionados_conteo_personas_300m,0.8525800578039826
15401,LISTA_20_24_MUJERES_300m,pensionados_conteo_personas_300m,0.8525421619723456
13140,modelos_tres_mas_conteo_hogares_300m,LISTA_45_49_HOMBRES_300m,0.8525185195084519
11715,m_18_24_conteo_personas_300m,LISTA_50_54_MUJERES_300m,0.8523868312933314
12303,m_50_59_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.8521737256449288
26662,flo_sem_c_300m,flo_finde_dmas_300m,0.8519603082236951
12747,modelos_una_persona_conteo_hogares_300m,estudiantes_conteo_personas_300m,0.8519138475159902
15798,LISTA_25_29_MUJERES_300m,LISTA_60_64_HOMBRES_300m,0.8518647621392612
9646,h_18_24_conteo_personas_300m,m_25_29_conteo_personas_300m,0.8518165282158997
13347,modelos_hog_fam_conteo_hogares_300m,LISTA_50_54_MUJERES_300m,0.8518093076459731
10264,h_50_59_conteo_personas_300m,modelos_tres_mas_conteo_hogares_300m,0.8517639320767644
17237,LISTA_45_49_HOMBRES_300m,pensionados_conteo_personas_300m,0.8517630844323246
17849,LISTA_50_54_MUJERES_300m,pensionados_conteo_personas_300m,0.851440073906329
12137,m_30_49_conteo_personas_300m,pensionados_conteo_personas_300m,0.8513109110909991
18057,LISTA_55_59_HOMBRES_300m,pnea_conteo_personas_300m,0.8512882151904305
14775,LISTA_19_HOMBRES_300m,LISTA_50_54_MUJERES_300m,0.8511769529219261
14385,LISTA_18_HOMBRES_300m,pnea_conteo_personas_300m,0.8511178121597345
12723,modelos_una_persona_conteo_hogares_300m,LISTA_20_24_MUJERES_300m,0.8509220531826807
11095,m_6_11_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8509051007733435
13942,PADRON_MUJERES_300m,LISTA_18_HOMBRES_300m,0.8506281138206728
8615,h_0_2_conteo_personas_300m,h_18_24_conteo_personas_300m,0.8504975314990372
31179,autos_promedio,autos_hora_17,0.8504265751670966
14375,LISTA_18_HOMBRES_300m,LISTA_MUJERES_300m,0.850218181263978
15197,LISTA_20_24_HOMBRES_300m,pensionados_conteo_personas_300m,0.8499657860549878
11091,m_6_11_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8499632395665309
11290,m_12_14_conteo_personas_300m,LISTA_18_HOMBRES_300m,0.8499539566569511
9875,h_25_29_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.8498322547299414
35671,autos_hora_20,autos_hora_21,0.8496789627539146
13330,modelos_hog_fam_conteo_hogares_300m,LISTA_18_HOMBRES_300m,0.8496049695476195
17019,LISTA_40_44_MUJERES_300m,LISTA_50_54_MUJERES_300m,0.8495385611486181
10082,h_30_49_conteo_personas_300m,LISTA_50_54_HOMBRES_300m,0.8495284282164774
12732,modelos_una_persona_conteo_hogares_300m,LISTA_45_49_HOMBRES_300m,0.8492842570333019
9648,h_18_24_conteo_personas_300m,m_50_59_conteo_personas_300m,0.8492076990971142
34646,autos_hora_15,autos_hora_16,0.8491588980766619
12722,modelos_una_persona_conteo_hogares_300m,LISTA_20_24_HOMBRES_300m,0.8490754143526651
16002,LISTA_30_34_HOMBRES_300m,LISTA_60_64_HOMBRES_300m,0.8487237463139471
13539,modelos_hog_no_fam_conteo_hogares_300m,LISTA_20_24_MUJERES_300m,0.8486129241278829
11904,m_25_29_conteo_personas_300m,LISTA_19_HOMBRES_300m,0.8484109771507343
9677,h_18_24_conteo_personas_300m,LISTA_55_59_MUJERES_300m,0.848143311963343
9051,h_6_11_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8480789287703434
13548,modelos_hog_no_fam_conteo_hogares_300m,LISTA_45_49_HOMBRES_300m,0.8479485331517952
9055,h_6_11_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.847716136713454
11090,m_6_11_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.847588186476619
13538,modelos_hog_no_fam_conteo_hogares_300m,LISTA_20_24_HOMBRES_300m,0.8475802895405009
12320,m_50_59_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8475764861920319
12925,modelos_dos_personas_conteo_hogares_300m,LISTA_19_MUJERES_300m,0.8475664236979057
9260,h_12_14_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8474732351472358
9243,h_12_14_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.84737520477144
9059,h_6_11_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.8472487627031882
17033,LISTA_40_44_MUJERES_300m,pensionados_conteo_personas_300m,0.8472301637438026
10911,m_3_5_conteo_personas_300m,estudiantes_conteo_personas_300m,0.8471448056975841
13563,modelos_hog_no_fam_conteo_hogares_300m,estudiantes_conteo_personas_300m,0.8469842341321586
16625,LISTA_35_39_MUJERES_300m,pensionados_conteo_personas_300m,0.8469525172017968
11700,m_18_24_conteo_personas_300m,LISTA_19_HOMBRES_300m,0.846881202374721
14586,LISTA_18_MUJERES_300m,asalariados_conteo_personas_300m,0.8467788509723917
14610,LISTA_18_MUJERES_300m,viviendas_300m,0.8466455864994752
13346,modelos_hog_fam_conteo_hogares_300m,LISTA_50_54_HOMBRES_300m,0.8464266471542649
14565,LISTA_18_MUJERES_300m,LISTA_35_39_MUJERES_300m,0.8464145794931424
11099,m_6_11_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.846314718097034
9050,h_6_11_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.8463023622911411
15594,LISTA_25_29_HOMBRES_300m,LISTA_60_64_HOMBRES_300m,0.846196332357719
12924,modelos_dos_personas_conteo_hogares_300m,LISTA_19_HOMBRES_300m,0.8461911196601752
12734,modelos_una_persona_conteo_hogares_300m,LISTA_50_54_HOMBRES_300m,0.8460055593211485
15997,LISTA_30_34_HOMBRES_300m,LISTA_45_49_MUJERES_300m,0.8457177434492185
8871,h_3_5_conteo_personas_300m,estudiantes_conteo_personas_300m,0.8456788958827611
32187,autos_hora_3,autos_hora_5,0.8455848827552128
15389,LISTA_20_24_MUJERES_300m,LISTA_55_59_MUJERES_300m,0.8455212058195752
14588,LISTA_18_MUJERES_300m,pea_conteo_personas_300m,0.8455124468571913
13550,modelos_hog_no_fam_conteo_hogares_300m,LISTA_50_54_HOMBRES_300m,0.8455029545560846
14582,LISTA_18_MUJERES_300m,ocupados_conteo_personas_300m,0.8454077889862429
9251,h_12_14_conteo_personas_300m,LISTA_18_MUJERES_300m,0.8451081040144327
12366,m_50_59_conteo_personas_300m,viviendas_300m,0.8450972947053195
17428,LISTA_45_49_MUJERES_300m,LISTA_55_59_HOMBRES_300m,0.8450855700630538
13739,PADRON_HOMBRES_300m,LISTA_18_MUJERES_300m,0.8449435278744641
9058,h_6_11_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.8449137507563488
11501,m_15_17_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.8448261154111468
16013,LISTA_30_34_HOMBRES_300m,pensionados_conteo_personas_300m,0.8447373634360581
11911,m_25_29_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8446610290852044
9676,h_18_24_conteo_personas_300m,LISTA_55_59_HOMBRES_300m,0.8446523071787034
14578,LISTA_18_MUJERES_300m,LISTA_HOMBRES_300m,0.8444714449483121
8853,h_3_5_conteo_personas_300m,LISTA_35_39_MUJERES_300m,0.844421349461992
18261,LISTA_55_59_MUJERES_300m,pnea_conteo_personas_300m,0.8442772219430698
28303,flo_finde_c_300m,flo_sem_65amas_300m,0.8441863008939844
14147,PADRON_300m,LISTA_18_MUJERES_300m,0.8440719935692107
28701,flo_finde_cmen_300m,flo_finde_d_300m,0.8437804997850277
13126,modelos_tres_mas_conteo_hogares_300m,LISTA_18_HOMBRES_300m,0.843779714402483
9660,h_18_24_conteo_personas_300m,LISTA_19_HOMBRES_300m,0.843770772574451
12735,modelos_una_persona_conteo_hogares_300m,LISTA_50_54_MUJERES_300m,0.8437099695724926
11291,m_12_14_conteo_personas_300m,LISTA_18_MUJERES_300m,0.8436655931318433
11283,m_12_14_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.8436251158774843
14580,LISTA_18_MUJERES_300m,LISTA_300m,0.8436087552633142
31176,autos_promedio,autos_hora_14,0.8434947382669434
33008,autos_hora_7,autos_hora_10,0.8433769456342196
11500,m_15_17_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.8433134025442777
13551,modelos_hog_no_fam_conteo_hogares_300m,LISTA_50_54_MUJERES_300m,0.843088556639074
9870,h_25_29_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8430481326377398
11098,m_6_11_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.8429088675892975
35672,autos_hora_20,autos_hora_22,0.8428829399095691
13542,modelos_hog_no_fam_conteo_hogares_300m,LISTA_30_34_HOMBRES_300m,0.8427633187643614
9689,h_18_24_conteo_personas_300m,pensionados_conteo_personas_300m,0.8425141461665185
11079,m_6_11_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.8425012433154857
12725,modelos_una_persona_conteo_hogares_300m,LISTA_25_29_MUJERES_300m,0.8424796139299758
33212,autos_hora_8,autos_hora_10,0.842472662652612
13541,modelos_hog_no_fam_conteo_hogares_300m,LISTA_25_29_MUJERES_300m,0.8423460090745641
9674,h_18_24_conteo_personas_300m,LISTA_50_54_HOMBRES_300m,0.8421740176076977
11504,m_15_17_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8421569828257606
14379,LISTA_18_HOMBRES_300m,estudiantes_conteo_personas_300m,0.8421525877416323
11894,m_25_29_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.8420441076870131
16200,LISTA_30_34_MUJERES_300m,LISTA_45_49_HOMBRES_300m,0.8420005599666117
10251,h_50_59_conteo_personas_300m,h_60_mas_conteo_personas_300m,0.8419610032796739
16407,LISTA_35_39_HOMBRES_300m,LISTA_50_54_MUJERES_300m,0.8419064353794082
11491,m_15_17_conteo_personas_300m,PADRON_HOMBRES_300m,0.8418467177297616
10893,m_3_5_conteo_personas_300m,LISTA_35_39_MUJERES_300m,0.8416949544641595
9464,h_15_17_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8415304274007152
13943,PADRON_MUJERES_300m,LISTA_18_MUJERES_300m,0.841522931001011
26258,flo_sem_tot_300m,flo_otros_300m,0.841400608262448
11518,m_15_17_conteo_personas_300m,LISTA_HOMBRES_300m,0.8413766852004378
18453,LISTA_60_64_HOMBRES_300m,LISTA_65_Y_MAS_MUJERES_300m,0.8412678559226263
27076,flo_sem_cmen_300m,flo_sem_15a29_300m,0.8411445107888031
35467,autos_hora_19,autos_hora_21,0.8411387805944339
14579,LISTA_18_MUJERES_300m,LISTA_MUJERES_300m,0.8410673960885505
11898,m_25_29_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8409287390756043
28711,flo_finde_cmen_300m,flo_sem_65amas_300m,0.8408474166748664
10287,h_50_59_conteo_personas_300m,LISTA_50_54_MUJERES_300m,0.8408199975004192
11905,m_25_29_conteo_personas_300m,LISTA_19_MUJERES_300m,0.840796213022445
35466,autos_hora_19,autos_hora_20,0.8407762593059779
16406,LISTA_35_39_HOMBRES_300m,LISTA_50_54_HOMBRES_300m,0.8406099357834979
13331,modelos_hog_fam_conteo_hogares_300m,LISTA_18_MUJERES_300m,0.8405956262087724
11300,m_12_14_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8405295394051998
34852,autos_hora_16,autos_hora_18,0.8404574997751459
20297,estudiantes_conteo_personas_300m,pensionados_conteo_personas_300m,0.8403718545215938
15185,LISTA_20_24_HOMBRES_300m,LISTA_55_59_MUJERES_300m,0.8402532663972614
16217,LISTA_30_34_MUJERES_300m,pensionados_conteo_personas_300m,0.8400981403307124
10097,h_30_49_conteo_personas_300m,pensionados_conteo_personas_300m,0.8399711082190148
31166,autos_promedio,autos_hora_4,0.8398492874970033
12726,modelos_una_persona_conteo_hogares_300m,LISTA_30_34_HOMBRES_300m,0.839541037252505
26253,flo_sem_tot_300m,flo_finde_d_300m,0.8395051001781662
17634,LISTA_50_54_HOMBRES_300m,LISTA_60_64_HOMBRES_300m,0.8393242686600346
12317,m_50_59_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.8392988402799159
16610,LISTA_35_39_MUJERES_300m,LISTA_50_54_HOMBRES_300m,0.8391505472591434
9039,h_6_11_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.8390626690237
10076,h_30_49_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8389390962415341
10075,h_30_49_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8389342876313672
9461,h_15_17_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.8388801692998895
13540,modelos_hog_no_fam_conteo_hogares_300m,LISTA_25_29_HOMBRES_300m,0.8387451984604041
12305,m_50_59_conteo_personas_300m,modelos_hog_fam_conteo_hogares_300m,0.8386430067800659
12724,modelos_una_persona_conteo_hogares_300m,LISTA_25_29_HOMBRES_300m,0.8385730450236526
11493,m_15_17_conteo_personas_300m,PADRON_300m,0.8384956778188268
12344,m_50_59_conteo_personas_300m,pea_conteo_personas_300m,0.8383024670749024
16206,LISTA_30_34_MUJERES_300m,LISTA_60_64_HOMBRES_300m,0.8381382478617035
14589,LISTA_18_MUJERES_300m,pnea_conteo_personas_300m,0.838093806998791
8877,h_3_5_conteo_personas_300m,pnea_conteo_personas_300m,0.8380825334352237
11520,m_15_17_conteo_personas_300m,LISTA_300m,0.8380533141419465
13143,modelos_tres_mas_conteo_hogares_300m,LISTA_50_54_MUJERES_300m,0.8380281213577544
10917,m_3_5_conteo_personas_300m,pnea_conteo_personas_300m,0.8378702512249282
9451,h_15_17_conteo_personas_300m,PADRON_HOMBRES_300m,0.8378039200353942
16611,LISTA_35_39_MUJERES_300m,LISTA_50_54_MUJERES_300m,0.837802556352955
27889,flo_finde_tot_300m,flo_ocu_300m,0.8377801711528855
27892,flo_finde_tot_300m,flo_sem_15a29_300m,0.837651824341088
15996,LISTA_30_34_HOMBRES_300m,LISTA_45_49_HOMBRES_300m,0.8375208030625131
14356,LISTA_18_HOMBRES_300m,LISTA_25_29_HOMBRES_300m,0.8374890551921433
9460,h_15_17_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.8373679437895056
12338,m_50_59_conteo_personas_300m,ocupados_conteo_personas_300m,0.837332780297455
9478,h_15_17_conteo_personas_300m,LISTA_HOMBRES_300m,0.837258582158713
11486,m_15_17_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.8372526267441327
18053,LISTA_55_59_HOMBRES_300m,pensionados_conteo_personas_300m,0.8363952576910723
32803,autos_hora_6,autos_hora_9,0.8361790760223935
31165,autos_promedio,autos_hora_3,0.8357766271983093
14357,LISTA_18_HOMBRES_300m,LISTA_25_29_MUJERES_300m,0.8357134657822749
8667,h_0_2_conteo_personas_300m,estudiantes_conteo_personas_300m,0.8356542705157458
10891,m_3_5_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8353702153136684
9854,h_25_29_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.8353432987442835
9446,h_15_17_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.8353193593875612
31593,autos_hora_0,autos_hora_23,0.8352473465826132
12342,m_50_59_conteo_personas_300m,asalariados_conteo_personas_300m,0.8351111828321197
12316,m_50_59_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.8349382544217923
10707,m_0_2_conteo_personas_300m,estudiantes_conteo_personas_300m,0.8349375675553067
8851,h_3_5_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8347249454617115
12367,m_50_59_conteo_personas_300m,POBTOT_300m,0.8346523461287755
9858,h_25_29_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8345171146760356
12333,m_50_59_conteo_personas_300m,LISTA_65_Y_MAS_MUJERES_300m,0.8343917462480764
35877,autos_hora_21,autos_hora_23,0.8343454779729174
13127,modelos_tres_mas_conteo_hogares_300m,LISTA_18_MUJERES_300m,0.8343229430056135
12339,m_50_59_conteo_personas_300m,estudiantes_conteo_personas_300m,0.8338459069739891
9453,h_15_17_conteo_personas_300m,PADRON_300m,0.8338041472115681
13157,modelos_tres_mas_conteo_hogares_300m,pensionados_conteo_personas_300m,0.8337786180080825
8845,h_3_5_conteo_personas_300m,LISTA_19_MUJERES_300m,0.8337600802902956
11492,m_15_17_conteo_personas_300m,PADRON_MUJERES_300m,0.8335446193795802
9480,h_15_17_conteo_personas_300m,LISTA_300m,0.8333123420203755
10083,h_30_49_conteo_personas_300m,LISTA_50_54_MUJERES_300m,0.8332318058497157
11519,m_15_17_conteo_personas_300m,LISTA_MUJERES_300m,0.8331267185998144
26858,flo_sem_cmas_300m,flo_sem_dmas_300m,0.8326240243010248
11503,m_15_17_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8325252642591233
27475,flo_sem_dmas_300m,flo_finde_cmas_300m,0.8323476613680075
13142,modelos_tres_mas_conteo_hogares_300m,LISTA_50_54_HOMBRES_300m,0.8322296815609647
11490,m_15_17_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8320864365887506
11711,m_18_24_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.8318704488416259
16409,LISTA_35_39_HOMBRES_300m,LISTA_55_59_MUJERES_300m,0.8317244396620073
12327,m_50_59_conteo_personas_300m,LISTA_50_54_MUJERES_300m,0.8315673061566615
10892,m_3_5_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8314782193458151
8852,h_3_5_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8313051892983562
18257,LISTA_55_59_MUJERES_300m,pensionados_conteo_personas_300m,0.8310153076405323
10281,h_50_59_conteo_personas_300m,LISTA_35_39_MUJERES_300m,0.8304766710769598
14583,LISTA_18_MUJERES_300m,estudiantes_conteo_personas_300m,0.8297212368610257
10074,h_30_49_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8295056653507071
10266,h_50_59_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8294871001599359
32392,autos_hora_4,autos_hora_6,0.8293284747849325
9450,h_15_17_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8292635317206382
11710,m_18_24_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.8291572616278554
16815,LISTA_40_44_HOMBRES_300m,LISTA_50_54_MUJERES_300m,0.8291117929468915
14560,LISTA_18_MUJERES_300m,LISTA_25_29_HOMBRES_300m,0.8290083143435105
12721,modelos_una_persona_conteo_hogares_300m,LISTA_19_MUJERES_300m,0.8286926037212359
14360,LISTA_18_HOMBRES_300m,LISTA_35_39_HOMBRES_300m,0.828590037682675
12720,modelos_una_persona_conteo_hogares_300m,LISTA_19_HOMBRES_300m,0.8285116046900902
35263,autos_hora_18,autos_hora_21,0.8284692220877587
11688,m_18_24_conteo_personas_300m,m_50_59_conteo_personas_300m,0.8284505323936449
27074,flo_sem_cmen_300m,flo_otros_300m,0.828408073720422
9452,h_15_17_conteo_personas_300m,PADRON_MUJERES_300m,0.8282430115638979
8844,h_3_5_conteo_personas_300m,LISTA_19_HOMBRES_300m,0.8280939481514762
9259,h_12_14_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8280875805323271
11717,m_18_24_conteo_personas_300m,LISTA_55_59_MUJERES_300m,0.8280127756336471
9479,h_15_17_conteo_personas_300m,LISTA_MUJERES_300m,0.8278003761380163
27073,flo_sem_cmen_300m,flo_ocu_300m,0.8277297377469806
16003,LISTA_30_34_HOMBRES_300m,LISTA_60_64_MUJERES_300m,0.8274050630902933
14561,LISTA_18_MUJERES_300m,LISTA_25_29_MUJERES_300m,0.8273812928951381
16408,LISTA_35_39_HOMBRES_300m,LISTA_55_59_HOMBRES_300m,0.8272335960222595
11094,m_6_11_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8270197304062665
28504,flo_finde_cmas_300m,flo_sem_15a29_300m,0.826994380208299
9463,h_15_17_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8267044539538406
12306,m_50_59_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8266855734295053
26466,flo_sem_ab_300m,flo_sem_45a64_300m,0.8264820295293349
28086,flo_finde_ab_300m,flo_finde_c_300m,0.8264499392950421
26864,flo_sem_cmas_300m,flo_finde_cmen_300m,0.8264095677747652
10262,h_50_59_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.8264051958038469
8847,h_3_5_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8262726399625971
10885,m_3_5_conteo_personas_300m,LISTA_19_MUJERES_300m,0.8261745182653548
19915,desocupados_conteo_personas_300m,POBTOT_300m,0.8255578470473859
13537,modelos_hog_no_fam_conteo_hogares_300m,LISTA_19_MUJERES_300m,0.8254890366232778
11906,m_25_29_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.8254861632203938
8673,h_0_2_conteo_personas_300m,pnea_conteo_personas_300m,0.8254093942353048
14366,LISTA_18_HOMBRES_300m,LISTA_50_54_HOMBRES_300m,0.8252635936876141
9242,h_12_14_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.825245385055782
11714,m_18_24_conteo_personas_300m,LISTA_50_54_HOMBRES_300m,0.8250898357456347
26875,flo_sem_cmas_300m,flo_sem_65amas_300m,0.8250866738151593
31175,autos_promedio,autos_hora_13,0.8248523909014066
15799,LISTA_25_29_MUJERES_300m,LISTA_60_64_MUJERES_300m,0.8247645596061931
11907,m_25_29_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8244737015396807
9673,h_18_24_conteo_personas_300m,LISTA_45_49_MUJERES_300m,0.8244299781900979
12304,m_50_59_conteo_personas_300m,modelos_tres_mas_conteo_hogares_300m,0.8243574253810753
13536,modelos_hog_no_fam_conteo_hogares_300m,LISTA_19_HOMBRES_300m,0.8242492948237716
28098,flo_finde_ab_300m,flo_sem_45a64_300m,0.8242220965993998
10495,h_60_mas_conteo_personas_300m,LISTA_60_64_MUJERES_300m,0.8241901089639141
9054,h_6_11_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8240505779048015
11729,m_18_24_conteo_personas_300m,pensionados_conteo_personas_300m,0.8240115760642345
9864,h_25_29_conteo_personas_300m,LISTA_19_HOMBRES_300m,0.8239544182987579
8649,h_0_2_conteo_personas_300m,LISTA_35_39_MUJERES_300m,0.8239524600247243
8641,h_0_2_conteo_personas_300m,LISTA_19_MUJERES_300m,0.8236805748799707
26666,flo_sem_c_300m,flo_otros_300m,0.8234946560693565
12922,modelos_dos_personas_conteo_hogares_300m,LISTA_18_HOMBRES_300m,0.8234640137550934
11902,m_25_29_conteo_personas_300m,LISTA_18_HOMBRES_300m,0.8233820647047317
10713,m_0_2_conteo_personas_300m,pnea_conteo_personas_300m,0.8231319094125281
12321,m_50_59_conteo_personas_300m,LISTA_35_39_MUJERES_300m,0.8231020049803887
12302,m_50_59_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.8229763771456906
11716,m_18_24_conteo_personas_300m,LISTA_55_59_HOMBRES_300m,0.8229281066472708
11299,m_12_14_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8229156290925949
10884,m_3_5_conteo_personas_300m,LISTA_19_HOMBRES_300m,0.8227297808555969
31394,velocidad_promedio,velocidad_hora_4,0.8225264067240657
27481,flo_sem_dmas_300m,flo_ocu_300m,0.8224693703200956
8846,h_3_5_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.822451362887241
31168,autos_promedio,autos_hora_6,0.8223841336492431
26465,flo_sem_ab_300m,flo_sem_30a44_300m,0.8221643420479297
27881,flo_finde_tot_300m,flo_finde_ab_300m,0.8221365504630221
12535,m_60_mas_conteo_personas_300m,LISTA_60_64_MUJERES_300m,0.8220745043668607
9264,h_12_14_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.822065712926169
28097,flo_finde_ab_300m,flo_sem_30a44_300m,0.8219693694657388
17224,LISTA_45_49_HOMBRES_300m,LISTA_55_59_HOMBRES_300m,0.8219312734957185
31983,autos_hora_2,autos_hora_5,0.8217852220869317
11713,m_18_24_conteo_personas_300m,LISTA_45_49_MUJERES_300m,0.8217118561986094
16207,LISTA_30_34_MUJERES_300m,LISTA_60_64_MUJERES_300m,0.8217077614773154
